Node Profile Update:  
Start Date and time: 2019-12-13 16:09:02
LYDIA14030038,OK
LYDIA14030026,OK
LYDIA15035996,OK
LYDIA15035992,OK
LYDIA16042550,OK
LYDIA16042548,OK
