NBI Call:  
Start Date and time: 2020-01-03 14:52:34
NBI Call:  
Start Date and time: 2020-01-03 15:16:41

Mehtod name :20,Total Time Taken:512132ms,End Time: 2020-01-03 15:16
Mehtod name :20,Total Time Taken:512664ms,End Time: 2020-01-03 15:16
Mehtod name :20,Total Time Taken:509700ms,End Time: 2020-01-03 15:16
Mehtod name :20,Total Time Taken:509217ms,End Time: 2020-01-03 15:16
Mehtod name :20,Total Time Taken:485685ms,End Time: 2020-01-03 15:16
Mehtod name :20,Total Time Taken:481698ms,End Time: 2020-01-03 15:16
Mehtod name :20,Total Time Taken:483105ms,End Time: 2020-01-03 15:16
Mehtod name :20,Total Time Taken:489738ms,End Time: 2020-01-03 15:16
Mehtod name :20,Total Time Taken:488836ms,End Time: 2020-01-03 15:16
Mehtod name :20,Total Time Taken:485124ms,End Time: 2020-01-03 15:16
Mehtod name :20,Total Time Taken:485247ms,End Time: 2020-01-03 15:16
Mehtod name :20,Total Time Taken:465394ms,End Time: 2020-01-03 15:16
Mehtod name :20,Total Time Taken:464298ms,End Time: 2020-01-03 15:16
Mehtod name :20,Total Time Taken:463334ms,End Time: 2020-01-03 15:16
Mehtod name :20,Total Time Taken:465638ms,End Time: 2020-01-03 15:16NBI Call:  
Start Date and time: 2020-01-03 16:23:56
NBI Call:  
Start Date and time: 2020-01-03 16:33:59
NBI Call:  
Start Date and time: 2020-01-03 16:36:49
NBI Call:  
Start Date and time: 2020-01-03 16:39:10

Mehtod Id :20,Total Time Taken:117519ms,End Time: 2020-01-03 16:39NBI Call:  
Start Date and time: 2020-01-03 16:56:34

Mehtod Id :20,Total Time Taken:318445ms,End Time: 2020-01-03 16:56
Mehtod Id :20,Total Time Taken:317719ms,End Time: 2020-01-03 16:56
Mehtod Id :20,Total Time Taken:317618ms,End Time: 2020-01-03 16:56
Mehtod Id :20,Total Time Taken:317239ms,End Time: 2020-01-03 16:56
Mehtod Id :20,Total Time Taken:317926ms,End Time: 2020-01-03 16:56
Mehtod Id :20,Total Time Taken:317843ms,End Time: 2020-01-03 16:56
Mehtod Id :20,Total Time Taken:317158ms,End Time: 2020-01-03 16:56
Mehtod Id :20,Total Time Taken:316310ms,End Time: 2020-01-03 16:56
Mehtod Id :20,Total Time Taken:318023ms,End Time: 2020-01-03 16:56
Mehtod Id :20,Total Time Taken:318042ms,End Time: 2020-01-03 16:56
Mehtod Id :20,Total Time Taken:317533ms,End Time: 2020-01-03 16:56
Mehtod Id :20,Total Time Taken:317694ms,End Time: 2020-01-03 16:56
Mehtod Id :20,Total Time Taken:320088ms,End Time: 2020-01-03 16:56
Mehtod Id :20,Total Time Taken:319575ms,End Time: 2020-01-03 16:56
Mehtod Id :20,Total Time Taken:318981ms,End Time: 2020-01-03 16:56
Mehtod Id :20,Total Time Taken:318528ms,End Time: 2020-01-03 16:56NBI Call:  
Start Date and time: 2020-01-03 17:58:46

Mehtod Id :20,Total Time Taken:312616ms,End Time: 2020-01-03 18:13
Mehtod Id :20,Total Time Taken:312230ms,End Time: 2020-01-03 18:13
Mehtod Id :20,Total Time Taken:311650ms,End Time: 2020-01-03 18:13
Mehtod Id :20,Total Time Taken:310942ms,End Time: 2020-01-03 18:13NBI Call:  
Start Date and time: 2020-01-03 18:15:52

