NBI Call:  
Start Date and time: 2020-01-03 14:06:11

Mehtod name : Alarm Method,Total Time Taken:362ms,End Time: 2020-01-09 15:07
Mehtod name : Alarm Method,Total Time Taken:276ms,End Time: 2020-01-09 15:07
Mehtod name : Alarm Method,Total Time Taken:273ms,End Time: 2020-01-09 15:08
Mehtod name : Alarm Method,Total Time Taken:287ms,End Time: 2020-01-09 15:08
Mehtod name : Alarm Method,Total Time Taken:286ms,End Time: 2020-01-09 15:08
Mehtod name : Alarm Method,Total Time Taken:278ms,End Time: 2020-01-09 15:08
Mehtod name : Alarm Method,Total Time Taken:272ms,End Time: 2020-01-09 15:09
Mehtod name : Alarm Method,Total Time Taken:275ms,End Time: 2020-01-09 15:09
Mehtod name : Alarm Method,Total Time Taken:269ms,End Time: 2020-01-09 15:09
Mehtod name : Alarm Method,Total Time Taken:263ms,End Time: 2020-01-09 15:09
Mehtod name : Alarm Method,Total Time Taken:271ms,End Time: 2020-01-09 15:10
Mehtod name : Alarm Method,Total Time Taken:274ms,End Time: 2020-01-09 15:10
Mehtod name : Alarm Method,Total Time Taken:276ms,End Time: 2020-01-09 15:10
Mehtod name : Alarm Method,Total Time Taken:311ms,End Time: 2020-01-09 15:10NBI Call:  
Start Date and time: 2020-01-09 15:12:10

Mehtod name : Alarm Method,Total Time Taken:271ms,End Time: 2020-01-09 15:26
Mehtod name : Alarm Method,Total Time Taken:273ms,End Time: 2020-01-09 15:26
Mehtod name : Alarm Method,Total Time Taken:325ms,End Time: 2020-01-09 15:26
Mehtod name : Alarm Method,Total Time Taken:327ms,End Time: 2020-01-09 15:26
Mehtod name : Alarm Method,Total Time Taken:337ms,End Time: 2020-01-09 15:40
Mehtod name : Alarm Method,Total Time Taken:264ms,End Time: 2020-01-09 15:40
Mehtod name : Alarm Method,Total Time Taken:308ms,End Time: 2020-01-09 15:40
Mehtod name : Alarm Method,Total Time Taken:264ms,End Time: 2020-01-09 15:40
Mehtod name : Alarm Method,Total Time Taken:280ms,End Time: 2020-01-09 15:54
Mehtod name : Alarm Method,Total Time Taken:287ms,End Time: 2020-01-09 15:54
Mehtod name : Alarm Method,Total Time Taken:366ms,End Time: 2020-01-09 15:54
Mehtod name : Alarm Method,Total Time Taken:317ms,End Time: 2020-01-09 15:54
Mehtod name : Alarm Method,Total Time Taken:300ms,End Time: 2020-01-09 16:09
Mehtod name : Alarm Method,Total Time Taken:282ms,End Time: 2020-01-09 16:09
Mehtod name : Alarm Method,Total Time Taken:308ms,End Time: 2020-01-09 16:09
Mehtod name : Alarm Method,Total Time Taken:289ms,End Time: 2020-01-09 16:09
Mehtod name : Alarm Method,Total Time Taken:276ms,End Time: 2020-01-09 16:23
Mehtod name : Alarm Method,Total Time Taken:264ms,End Time: 2020-01-09 16:23
Mehtod name : Alarm Method,Total Time Taken:282ms,End Time: 2020-01-09 16:23
Mehtod name : Alarm Method,Total Time Taken:260ms,End Time: 2020-01-09 16:23
Mehtod name : Alarm Method,Total Time Taken:282ms,End Time: 2020-01-09 16:37
Mehtod name : Alarm Method,Total Time Taken:280ms,End Time: 2020-01-09 16:37
Mehtod name : Alarm Method,Total Time Taken:300ms,End Time: 2020-01-09 16:37
Mehtod name : Alarm Method,Total Time Taken:334ms,End Time: 2020-01-09 16:37
Mehtod name : Alarm Method,Total Time Taken:283ms,End Time: 2020-01-09 16:51
Mehtod name : Alarm Method,Total Time Taken:280ms,End Time: 2020-01-09 16:51
Mehtod name : Alarm Method,Total Time Taken:291ms,End Time: 2020-01-09 16:51
Mehtod name : Alarm Method,Total Time Taken:270ms,End Time: 2020-01-09 16:51
Mehtod name : Alarm Method,Total Time Taken:279ms,End Time: 2020-01-09 17:05
Mehtod name : Alarm Method,Total Time Taken:271ms,End Time: 2020-01-09 17:05
Mehtod name : Alarm Method,Total Time Taken:273ms,End Time: 2020-01-09 17:05
Mehtod name : Alarm Method,Total Time Taken:263ms,End Time: 2020-01-09 17:05
Mehtod name : Alarm Method,Total Time Taken:293ms,End Time: 2020-01-09 17:20
Mehtod name : Alarm Method,Total Time Taken:255ms,End Time: 2020-01-09 17:20
Mehtod name : Alarm Method,Total Time Taken:316ms,End Time: 2020-01-09 17:20
Mehtod name : Alarm Method,Total Time Taken:281ms,End Time: 2020-01-09 17:20
